SCHOOL-LEVEL TEST-BY-TEST PASS AND PASS ADVANCED,,,,,,8/10/2015,,
DIVISION,SCHOOL,SUBJECT,GRADE,TEST,PASS 2013-2014,PASS 2014-2015,ADVANCED 2013-2014,ADVANCED 2014-2015
Virginia Beach City ,Salem High,History and Social Sciences,End of Course,VA & US History,91,93,3,8
Virginia Beach City ,Salem High,History and Social Sciences,End of Course,World History I,83,92,2,8
Virginia Beach City ,Salem High,History and Social Sciences,End of Course,World History II,79,81,5,6
Virginia Beach City ,Salem High,Mathematics,End of Course,Algebra I,77,93,0,3
Virginia Beach City ,Salem High,Mathematics,End of Course,Algebra II,86,91,15,14
Virginia Beach City ,Salem High,Mathematics,End of Course,Geometry,76,74,2,1
Virginia Beach City ,Salem High,Science,End of Course,Biology,82,91,2,8
Virginia Beach City ,Salem High,Science,End of Course,Chemistry,97,98,11,21
Virginia Beach City ,Salem High,Science,End of Course,Earth Science,82,83,3,2
Virginia Beach City ,Salem Middle,English: Reading,Gr 6,English Reading,73,81,10,18
Virginia Beach City ,Salem Middle,English: Reading,Gr 7,English Reading,80,81,14,15
Virginia Beach City ,Salem Middle,English: Reading,Gr 8,English Reading,77,77,12,10
Virginia Beach City ,Salem Middle,English: Writing,Gr 8,Writing,75,78,19,22
Virginia Beach City ,Salem Middle,History and Social Sciences,Content Specific,Civics & Econ,90,88,28,29
Virginia Beach City ,Salem Middle,Mathematics,Gr 6,Mathematics,70,86,5,7
Virginia Beach City ,Salem Middle,Mathematics,Gr 7,Mathematics,82,85,18,13
Virginia Beach City ,Salem Middle,Mathematics,Gr 8,Mathematics,68,82,6,6
Virginia Beach City ,Salem Middle,Mathematics,End of Course,Algebra I,98,100,10,24
Virginia Beach City ,Salem Middle,Mathematics,End of Course,Geometry,100,100,24,19
Virginia Beach City ,Salem Middle,Science,Gr 8,Science,82,88,12,12
Virginia Beach City ,Salem Middle,Science,End of Course,Earth Science,99,99,26,27
Virginia Beach City ,Seatack Elementary an Achievable Dream Academy,English: Reading,Gr 3,English Reading,55,66,3,14
Virginia Beach City ,Seatack Elementary an Achievable Dream Academy,English: Reading,Gr 4,English Reading,65,64,11,9
Virginia Beach City ,Seatack Elementary an Achievable Dream Academy,English: Reading,Gr 5,English Reading,55,74,4,18
Virginia Beach City ,Seatack Elementary an Achievable Dream Academy,History and Social Sciences,Content Specific,VA Studies,59,60,2,11
Virginia Beach City ,Seatack Elementary an Achievable Dream Academy,Mathematics,Gr 3,Mathematics,68,63,10,8
Virginia Beach City ,Seatack Elementary an Achievable Dream Academy,Mathematics,Gr 4,Mathematics,70,79,16,21
Virginia Beach City ,Seatack Elementary an Achievable Dream Academy,Mathematics,Gr 5,Mathematics,56,63,7,20
Virginia Beach City ,Seatack Elementary an Achievable Dream Academy,Science,Gr 5,Science,51,42,0,10
Virginia Beach City ,Shelton Park Elementary,English: Reading,Gr 3,English Reading,79,78,13,30
Virginia Beach City ,Shelton Park Elementary,English: Reading,Gr 4,English Reading,72,84,23,24
Virginia Beach City ,Shelton Park Elementary,English: Reading,Gr 5,English Reading,78,83,15,9
Virginia Beach City ,Shelton Park Elementary,History and Social Sciences,Content Specific,VA Studies,93,81,46,33
Virginia Beach City ,Shelton Park Elementary,Mathematics,Gr 3,Mathematics,78,90,20,30
Virginia Beach City ,Shelton Park Elementary,Mathematics,Gr 4,Mathematics,82,90,21,44
Virginia Beach City ,Shelton Park Elementary,Mathematics,Gr 5,Mathematics,77,84,30,7
Virginia Beach City ,Shelton Park Elementary,Science,Gr 5,Science,84,81,15,14
Virginia Beach City ,Strawbridge Elementary,English: Reading,Gr 3,English Reading,91,94,24,32
Virginia Beach City ,Strawbridge Elementary,English: Reading,Gr 4,English Reading,82,85,30,23
Virginia Beach City ,Strawbridge Elementary,English: Reading,Gr 5,English Reading,89,95,24,41
Virginia Beach City ,Strawbridge Elementary,History and Social Sciences,Content Specific,VA Studies,96,97,52,67
Virginia Beach City ,Strawbridge Elementary,Mathematics,Gr 3,Mathematics,90,88,29,28
Virginia Beach City ,Strawbridge Elementary,Mathematics,Gr 4,Mathematics,87,98,41,38
Virginia Beach City ,Strawbridge Elementary,Mathematics,Gr 5,Mathematics,90,93,43,47
Virginia Beach City ,Strawbridge Elementary,Science,Gr 5,Science,86,90,22,34
Virginia Beach City ,Tallwood Elementary,English: Reading,Gr 3,English Reading,77,88,7,28
Virginia Beach City ,Tallwood Elementary,English: Reading,Gr 4,English Reading,66,90,20,29
Virginia Beach City ,Tallwood Elementary,English: Reading,Gr 5,English Reading,90,80,16,25
Virginia Beach City ,Tallwood Elementary,History and Social Sciences,Content Specific,VA Studies,93,87,34,32
Virginia Beach City ,Tallwood Elementary,Mathematics,Gr 3,Mathematics,82,90,17,21
Virginia Beach City ,Tallwood Elementary,Mathematics,Gr 4,Mathematics,93,98,38,43
Virginia Beach City ,Tallwood Elementary,Mathematics,Gr 5,Mathematics,89,88,41,28
Virginia Beach City ,Tallwood Elementary,Science,Gr 5,Science,84,80,22,17
Virginia Beach City ,Tallwood High,English: Reading,Gr 8,English Reading,<,<,<,<
Virginia Beach City ,Tallwood High,English: Reading,End of Course,English Reading,95,91,11,5
Virginia Beach City ,Tallwood High,English: Writing,End of Course,Writing,88,86,23,16
Virginia Beach City ,Tallwood High,History and Social Sciences,End of Course,Geography,98,100,18,22
Virginia Beach City ,Tallwood High,History and Social Sciences,End of Course,VA & US History,89,87,7,8
Virginia Beach City ,Tallwood High,History and Social Sciences,End of Course,World History I,85,83,9,9
Virginia Beach City ,Tallwood High,History and Social Sciences,End of Course,World History II,84,86,6,12
Virginia Beach City ,Tallwood High,Mathematics,Gr 8,Mathematics,<,,<,
Virginia Beach City ,Tallwood High,Mathematics,End of Course,Algebra I,66,86,0,1
Virginia Beach City ,Tallwood High,Mathematics,End of Course,Algebra II,94,94,23,20
Virginia Beach City ,Tallwood High,Mathematics,End of Course,Geometry,72,82,1,2
Virginia Beach City ,Tallwood High,Science,End of Course,Biology,88,89,3,6
Virginia Beach City ,Tallwood High,Science,End of Course,Chemistry,92,95,2,7
Virginia Beach City ,Tallwood High,Science,End of Course,Earth Science,77,78,3,7
Virginia Beach City ,Thalia Elementary,English: Reading,Gr 3,English Reading,73,84,22,29
Virginia Beach City ,Thalia Elementary,English: Reading,Gr 4,English Reading,67,75,17,18
Virginia Beach City ,Thalia Elementary,English: Reading,Gr 5,English Reading,65,73,7,13
Virginia Beach City ,Thalia Elementary,History and Social Sciences,Content Specific,VA Studies,76,68,27,25
Virginia Beach City ,Thalia Elementary,Mathematics,Gr 3,Mathematics,75,87,22,24
Virginia Beach City ,Thalia Elementary,Mathematics,Gr 4,Mathematics,75,88,29,34
Virginia Beach City ,Thalia Elementary,Mathematics,Gr 5,Mathematics,70,68,22,16
Virginia Beach City ,Thalia Elementary,Science,Gr 5,Science,59,70,2,17
Virginia Beach City ,Thoroughgood Elementary,English: Reading,Gr 3,English Reading,85,88,17,26
Virginia Beach City ,Thoroughgood Elementary,English: Reading,Gr 4,English Reading,91,89,35,33
Virginia Beach City ,Thoroughgood Elementary,English: Reading,Gr 5,English Reading,91,95,34,40
Virginia Beach City ,Thoroughgood Elementary,History and Social Sciences,Content Specific,VA Studies,97,98,63,83
Virginia Beach City ,Thoroughgood Elementary,Mathematics,Gr 3,Mathematics,82,87,18,25
Virginia Beach City ,Thoroughgood Elementary,Mathematics,Gr 4,Mathematics,94,96,36,39
Virginia Beach City ,Thoroughgood Elementary,Mathematics,Gr 5,Mathematics,89,96,36,45
Virginia Beach City ,Thoroughgood Elementary,Science,Gr 5,Science,88,91,34,29
Virginia Beach City ,Three Oaks Elementary,English: Reading,Gr 3,English Reading,79,82,12,35
Virginia Beach City ,Three Oaks Elementary,English: Reading,Gr 4,English Reading,83,84,29,31
Virginia Beach City ,Three Oaks Elementary,English: Reading,Gr 5,English Reading,89,95,24,40
Virginia Beach City ,Three Oaks Elementary,History and Social Sciences,Content Specific,VA Studies,95,94,59,57
Virginia Beach City ,Three Oaks Elementary,Mathematics,Gr 3,Mathematics,72,89,12,30
Virginia Beach City ,Three Oaks Elementary,Mathematics,Gr 4,Mathematics,95,92,48,48
Virginia Beach City ,Three Oaks Elementary,Mathematics,Gr 5,Mathematics,77,94,30,43
Virginia Beach City ,Three Oaks Elementary,Science,Gr 5,Science,80,93,17,21
Virginia Beach City ,Trantwood Elementary,English: Reading,Gr 3,English Reading,88,93,27,38
Virginia Beach City ,Trantwood Elementary,English: Reading,Gr 4,English Reading,73,82,20,25
Virginia Beach City ,Trantwood Elementary,English: Reading,Gr 5,English Reading,91,84,27,25
Virginia Beach City ,Trantwood Elementary,History and Social Sciences,Content Specific,VA Studies,91,94,50,55
Virginia Beach City ,Trantwood Elementary,Mathematics,Gr 3,Mathematics,94,94,37,32
Virginia Beach City ,Trantwood Elementary,Mathematics,Gr 4,Mathematics,74,95,20,37
Virginia Beach City ,Trantwood Elementary,Mathematics,Gr 5,Mathematics,89,86,32,31
Virginia Beach City ,Trantwood Elementary,Science,Gr 5,Science,80,84,15,14
Virginia Beach City ,Virginia Beach Middle,English: Reading,Gr 6,English Reading,75,89,16,24
Virginia Beach City ,Virginia Beach Middle,English: Reading,Gr 7,English Reading,81,87,17,30
Virginia Beach City ,Virginia Beach Middle,English: Reading,Gr 8,English Reading,76,83,14,13
Virginia Beach City ,Virginia Beach Middle,English: Writing,Gr 8,Writing,76,76,22,24
Virginia Beach City ,Virginia Beach Middle,History and Social Sciences,Content Specific,Civics & Econ,81,92,34,31
Virginia Beach City ,Virginia Beach Middle,Mathematics,Gr 6,Mathematics,65,92,7,13
Virginia Beach City ,Virginia Beach Middle,Mathematics,Gr 7,Mathematics,65,73,7,10
Virginia Beach City ,Virginia Beach Middle,Mathematics,Gr 8,Mathematics,63,77,3,7
Virginia Beach City ,Virginia Beach Middle,Mathematics,End of Course,Algebra I,98,97,12,8
Virginia Beach City ,Virginia Beach Middle,Mathematics,End of Course,Geometry,100,100,77,77
Virginia Beach City ,Virginia Beach Middle,Science,Gr 8,Science,80,87,8,13
Virginia Beach City ,Virginia Beach Middle,Science,End of Course,Earth Science,100,100,13,33
Virginia Beach City ,W.T. Cooke Elementary,English: Reading,Gr 3,English Reading,81,84,21,37
Virginia Beach City ,W.T. Cooke Elementary,English: Reading,Gr 4,English Reading,69,78,24,22
Virginia Beach City ,W.T. Cooke Elementary,English: Reading,Gr 5,English Reading,85,81,25,29
Virginia Beach City ,W.T. Cooke Elementary,History and Social Sciences,Content Specific,VA Studies,86,89,24,31
Virginia Beach City ,W.T. Cooke Elementary,Mathematics,Gr 3,Mathematics,91,92,29,27
Virginia Beach City ,W.T. Cooke Elementary,Mathematics,Gr 4,Mathematics,87,93,40,41
Virginia Beach City ,W.T. Cooke Elementary,Mathematics,Gr 5,Mathematics,82,82,34,29
Virginia Beach City ,W.T. Cooke Elementary,Science,Gr 5,Science,79,83,14,18
Virginia Beach City ,White Oaks Elementary,English: Reading,Gr 3,English Reading,67,74,14,19
Virginia Beach City ,White Oaks Elementary,English: Reading,Gr 4,English Reading,57,74,12,19
Virginia Beach City ,White Oaks Elementary,English: Reading,Gr 5,English Reading,63,74,10,15
Virginia Beach City ,White Oaks Elementary,History and Social Sciences,Content Specific,VA Studies,72,84,15,27
Virginia Beach City ,White Oaks Elementary,Mathematics,Gr 3,Mathematics,70,65,14,16
Virginia Beach City ,White Oaks Elementary,Mathematics,Gr 4,Mathematics,77,87,18,31
Virginia Beach City ,White Oaks Elementary,Mathematics,Gr 5,Mathematics,70,76,18,13
Virginia Beach City ,White Oaks Elementary,Science,Gr 5,Science,58,74,3,8
Virginia Beach City ,Williams Elementary,English: Reading,Gr 4,English Reading,59,69,7,6
Virginia Beach City ,Williams Elementary,English: Reading,Gr 5,English Reading,67,74,8,4
Virginia Beach City ,Williams Elementary,History and Social Sciences,Content Specific,VA Studies,71,75,13,14
Virginia Beach City ,Williams Elementary,Mathematics,Gr 4,Mathematics,78,85,12,21
Virginia Beach City ,Williams Elementary,Mathematics,Gr 5,Mathematics,67,76,15,16
Virginia Beach City ,Williams Elementary,Science,Gr 5,Science,46,61,1,4
Virginia Beach City ,Windsor Oaks Elementary,English: Reading,Gr 3,English Reading,69,64,9,16
Virginia Beach City ,Windsor Oaks Elementary,English: Reading,Gr 4,English Reading,70,83,13,12
Virginia Beach City ,Windsor Oaks Elementary,English: Reading,Gr 5,English Reading,67,75,6,17
Virginia Beach City ,Windsor Oaks Elementary,History and Social Sciences,Content Specific,VA Studies,81,70,33,11
Virginia Beach City ,Windsor Oaks Elementary,Mathematics,Gr 3,Mathematics,76,78,10,20
Virginia Beach City ,Windsor Oaks Elementary,Mathematics,Gr 4,Mathematics,71,83,14,19
Virginia Beach City ,Windsor Oaks Elementary,Mathematics,Gr 5,Mathematics,68,74,23,16
Virginia Beach City ,Windsor Oaks Elementary,Science,Gr 5,Science,63,61,6,6
Virginia Beach City ,Windsor Woods Elementary,English: Reading,Gr 3,English Reading,59,73,6,21
Virginia Beach City ,Windsor Woods Elementary,English: Reading,Gr 4,English Reading,73,76,14,12
Virginia Beach City ,Windsor Woods Elementary,English: Reading,Gr 5,English Reading,75,88,11,37
Virginia Beach City ,Windsor Woods Elementary,History and Social Sciences,Content Specific,VA Studies,92,95,42,51
Virginia Beach City ,Windsor Woods Elementary,Mathematics,Gr 3,Mathematics,70,63,7,22
Virginia Beach City ,Windsor Woods Elementary,Mathematics,Gr 4,Mathematics,91,79,36,28
Virginia Beach City ,Windsor Woods Elementary,Mathematics,Gr 5,Mathematics,78,93,25,47
Virginia Beach City ,Windsor Woods Elementary,Science,Gr 5,Science,81,84,9,24
Virginia Beach City ,Woodstock Elementary,English: Reading,Gr 3,English Reading,75,80,11,28
Virginia Beach City ,Woodstock Elementary,English: Reading,Gr 4,English Reading,75,88,19,24
Virginia Beach City ,Woodstock Elementary,English: Reading,Gr 5,English Reading,79,75,15,20
Virginia Beach City ,Woodstock Elementary,History and Social Sciences,Content Specific,VA Studies,83,83,30,26
Virginia Beach City ,Woodstock Elementary,Mathematics,Gr 3,Mathematics,68,80,10,18
Virginia Beach City ,Woodstock Elementary,Mathematics,Gr 4,Mathematics,85,95,37,50
Virginia Beach City ,Woodstock Elementary,Mathematics,Gr 5,Mathematics,70,73,22,18
Virginia Beach City ,Woodstock Elementary,Science,Gr 5,Science,68,67,6,11
Warren County ,A.S. Rhodes Elementary,English: Reading,Gr 3,English Reading,76,88,16,21
Warren County ,A.S. Rhodes Elementary,English: Reading,Gr 4,English Reading,70,92,15,16
Warren County ,A.S. Rhodes Elementary,English: Reading,Gr 5,English Reading,78,88,17,17
Warren County ,A.S. Rhodes Elementary,History and Social Sciences,Content Specific,VA Studies,88,100,51,53
Warren County ,A.S. Rhodes Elementary,Mathematics,Gr 3,Mathematics,66,81,17,17
Warren County ,A.S. Rhodes Elementary,Mathematics,Gr 4,Mathematics,73,92,32,47
Warren County ,A.S. Rhodes Elementary,Mathematics,Gr 5,Mathematics,82,88,27,40
Warren County ,A.S. Rhodes Elementary,Science,Gr 5,Science,89,93,11,29
Warren County ,E. Wilson Morrison Elementary,English: Reading,Gr 3,English Reading,75,66,10,11
Warren County ,E. Wilson Morrison Elementary,English: Reading,Gr 4,English Reading,71,77,17,15
Warren County ,E. Wilson Morrison Elementary,English: Reading,Gr 5,English Reading,80,79,18,16
Warren County ,E. Wilson Morrison Elementary,History and Social Sciences,Content Specific,VA Studies,89,85,44,35
Warren County ,E. Wilson Morrison Elementary,Mathematics,Gr 3,Mathematics,80,60,14,8
Warren County ,E. Wilson Morrison Elementary,Mathematics,Gr 4,Mathematics,83,88,20,29
Warren County ,E. Wilson Morrison Elementary,Mathematics,Gr 5,Mathematics,66,72,9,13
Warren County ,E. Wilson Morrison Elementary,Science,Gr 5,Science,79,80,24,13
Warren County ,Hilda J. Barbour Elementary,English: Reading,Gr 3,English Reading,64,73,16,12
Warren County ,Hilda J. Barbour Elementary,English: Reading,Gr 4,English Reading,69,85,16,20
Warren County ,Hilda J. Barbour Elementary,English: Reading,Gr 5,English Reading,75,79,27,23
Warren County ,Hilda J. Barbour Elementary,History and Social Sciences,Content Specific,VA Studies,81,91,46,46
Warren County ,Hilda J. Barbour Elementary,Mathematics,Gr 3,Mathematics,55,62,10,9
Warren County ,Hilda J. Barbour Elementary,Mathematics,Gr 4,Mathematics,78,81,30,25
Warren County ,Hilda J. Barbour Elementary,Mathematics,Gr 5,Mathematics,81,82,29,32
Warren County ,Hilda J. Barbour Elementary,Science,Gr 5,Science,81,82,22,22
Warren County ,Leslie Fox Keyser Elementary,English: Reading,Gr 3,English Reading,68,72,20,13
Warren County ,Leslie Fox Keyser Elementary,English: Reading,Gr 4,English Reading,84,80,19,13
Warren County ,Leslie Fox Keyser Elementary,English: Reading,Gr 5,English Reading,78,77,25,10
Warren County ,Leslie Fox Keyser Elementary,History and Social Sciences,Content Specific,VA Studies,88,94,53,36
Warren County ,Leslie Fox Keyser Elementary,Mathematics,Gr 3,Mathematics,52,75,12,14
Warren County ,Leslie Fox Keyser Elementary,Mathematics,Gr 4,Mathematics,96,92,40,45
Warren County ,Leslie Fox Keyser Elementary,Mathematics,Gr 5,Mathematics,71,75,22,19
Warren County ,Leslie Fox Keyser Elementary,Science,Gr 5,Science,82,78,25,12
Warren County ,Ressie Jeffries Elementary,English: Reading,Gr 3,English Reading,61,65,12,11
Warren County ,Ressie Jeffries Elementary,English: Reading,Gr 4,English Reading,68,74,17,14
Warren County ,Ressie Jeffries Elementary,English: Reading,Gr 5,English Reading,68,73,23,14
Warren County ,Ressie Jeffries Elementary,History and Social Sciences,Content Specific,VA Studies,70,84,33,43
Warren County ,Ressie Jeffries Elementary,Mathematics,Gr 3,Mathematics,46,58,8,8
Warren County ,Ressie Jeffries Elementary,Mathematics,Gr 4,Mathematics,66,82,18,27
Warren County ,Ressie Jeffries Elementary,Mathematics,Gr 5,Mathematics,59,65,20,17
Warren County ,Ressie Jeffries Elementary,Science,Gr 5,Science,66,65,16,6
Warren County ,Skyline High,English: Reading,Gr 8,English Reading,58,66,4,8
Warren County ,Skyline High,English: Reading,End of Course,English Reading,88,81,4,3
Warren County ,Skyline High,English: Writing,Gr 8,Writing,52,55,7,11
Warren County ,Skyline High,English: Writing,End of Course,Writing,83,78,17,14
Warren County ,Skyline High,History and Social Sciences,Content Specific,Civics & Econ,70,80,18,22
Warren County ,Skyline High,History and Social Sciences,End of Course,VA & US History,81,80,15,8
Warren County ,Skyline High,History and Social Sciences,End of Course,World History I,83,86,15,22
Warren County ,Skyline High,History and Social Sciences,End of Course,World History II,87,88,17,22
Warren County ,Skyline High,Mathematics,Gr 8,Mathematics,44,<,44,<
Warren County ,Skyline High,Mathematics,End of Course,Algebra I,66,63,1,2
Warren County ,Skyline High,Mathematics,End of Course,Algebra II,90,96,13,13
Warren County ,Skyline High,Mathematics,End of Course,Geometry,69,64,5,6
Warren County ,Skyline High,Science,Gr 8,Science,58,71,1,8
Warren County ,Skyline High,Science,End of Course,Biology,80,84,11,12
Warren County ,Skyline High,Science,End of Course,Chemistry,100,99,43,18
Warren County ,Skyline High,Science,End of Course,Earth Science,82,77,11,9
Warren County ,Warren County High,English: Reading,Gr 8,English Reading,73,76,5,11
Warren County ,Warren County High,English: Reading,End of Course,English Reading,92,85,4,7
Warren County ,Warren County High,English: Writing,Gr 8,Writing,68,58,7,9
Warren County ,Warren County High,English: Writing,End of Course,Writing,81,80,14,16
Warren County ,Warren County High,History and Social Sciences,Content Specific,Civics & Econ,80,87,25,27
Warren County ,Warren County High,History and Social Sciences,End of Course,VA & US History,88,87,10,17
Warren County ,Warren County High,History and Social Sciences,End of Course,World History I,88,92,29,34
Warren County ,Warren County High,History and Social Sciences,End of Course,World History II,94,93,32,33
Warren County ,Warren County High,Mathematics,Gr 8,Mathematics,29,80,29,20
Warren County ,Warren County High,Mathematics,End of Course,Algebra I,67,59,2,2
Warren County ,Warren County High,Mathematics,End of Course,Algebra II,98,100,41,49
Warren County ,Warren County High,Mathematics,End of Course,Geometry,79,79,11,5
Warren County ,Warren County High,Science,Gr 8,Science,74,82,4,8
Warren County ,Warren County High,Science,End of Course,Biology,86,86,22,13
Warren County ,Warren County High,Science,End of Course,Chemistry,93,96,12,21
Warren County ,Warren County High,Science,End of Course,Earth Science,89,81,11,8
Warren County ,Warren County Middle,English: Reading,Gr 6,English Reading,71,79,12,19
Warren County ,Warren County Middle,English: Reading,Gr 7,English Reading,79,81,16,12
Warren County ,Warren County Middle,Mathematics,Gr 6,Mathematics,84,87,17,18
Warren County ,Warren County Middle,Mathematics,Gr 7,Mathematics,71,82,19,22
Warren County ,Warren County Middle,Mathematics,Gr 8,Mathematics,<,,<,
Warren County ,Warren County Middle,Mathematics,End of Course,Algebra I,,<,,<
Warren County ,Warren County Middle,Mathematics,End of Course,Geometry,<,,<,
Washington County ,Abingdon Elementary,English: Reading,Gr 3,English Reading,78,96,30,41
Washington County ,Abingdon Elementary,English: Reading,Gr 4,English Reading,78,90,17,38
Washington County ,Abingdon Elementary,English: Reading,Gr 5,English Reading,79,84,17,26
Washington County ,Abingdon Elementary,History and Social Sciences,Content Specific,VA Studies,93,92,63,50
Washington County ,Abingdon Elementary,Mathematics,Gr 3,Mathematics,72,89,25,37
Washington County ,Abingdon Elementary,Mathematics,Gr 4,Mathematics,85,89,22,33
Washington County ,Abingdon Elementary,Mathematics,Gr 5,Mathematics,72,84,27,19
Washington County ,Abingdon Elementary,Science,Gr 5,Science,89,87,32,21
Washington County ,Abingdon High,English: Reading,Gr 8,English Reading,<,,<,
Washington County ,Abingdon High,English: Reading,End of Course,English Reading,87,90,9,10
Washington County ,Abingdon High,English: Writing,End of Course,Writing,84,78,13,7
Washington County ,Abingdon High,History and Social Sciences,End of Course,VA & US History,92,85,6,6
Washington County ,Abingdon High,History and Social Sciences,End of Course,World History I,88,93,11,21
Washington County ,Abingdon High,History and Social Sciences,End of Course,World History II,90,79,14,5
Washington County ,Abingdon High,Mathematics,End of Course,Algebra I,85,86,1,1
Washington County ,Abingdon High,Mathematics,End of Course,Algebra II,81,99,10,22
Washington County ,Abingdon High,Mathematics,End of Course,Geometry,83,88,7,10
Washington County ,Abingdon High,Science,End of Course,Biology,87,88,10,8
Washington County ,Abingdon High,Science,End of Course,Chemistry,79,93,11,31
Washington County ,Abingdon High,Science,End of Course,Earth Science,92,90,9,10
Washington County ,Damascus Middle,English: Reading,Gr 6,English Reading,75,73,17,8
Washington County ,Damascus Middle,English: Reading,Gr 7,English Reading,79,81,10,22
Washington County ,Damascus Middle,English: Reading,Gr 8,English Reading,57,71,4,4
Washington County ,Damascus Middle,English: Writing,Gr 8,Writing,49,67,3,5
Washington County ,Damascus Middle,History and Social Sciences,Content Specific,Civics & Econ,92,92,38,36
Washington County ,Damascus Middle,History and Social Sciences,End of Course,Geography,87,81,7,6
Washington County ,Damascus Middle,Mathematics,Gr 6,Mathematics,81,77,8,3
Washington County ,Damascus Middle,Mathematics,Gr 7,Mathematics,46,75,0,7
Washington County ,Damascus Middle,Mathematics,Gr 8,Mathematics,69,80,5,10
Washington County ,Damascus Middle,Mathematics,End of Course,Algebra I,100,100,3,8
Washington County ,Damascus Middle,Science,Gr 8,Science,80,73,3,6
Washington County ,E.B. Stanley Middle,English: Reading,Gr 6,English Reading,76,83,16,16
Washington County ,E.B. Stanley Middle,English: Reading,Gr 7,English Reading,82,81,23,20
Washington County ,E.B. Stanley Middle,English: Reading,Gr 8,English Reading,68,77,7,8
Washington County ,E.B. Stanley Middle,English: Writing,Gr 8,Writing,71,65,14,13
Washington County ,E.B. Stanley Middle,History and Social Sciences,Content Specific,Civics & Econ,80,86,27,30
Washington County ,E.B. Stanley Middle,History and Social Sciences,End of Course,Geography,85,90,15,15
Washington County ,E.B. Stanley Middle,History and Social Sciences,End of Course,World History I,<,,<,
Washington County ,E.B. Stanley Middle,Mathematics,Gr 6,Mathematics,77,91,21,27
Washington County ,E.B. Stanley Middle,Mathematics,Gr 7,Mathematics,55,69,11,5
Washington County ,E.B. Stanley Middle,Mathematics,Gr 8,Mathematics,64,82,9,15
Washington County ,E.B. Stanley Middle,Mathematics,End of Course,Algebra I,98,100,6,23
Washington County ,E.B. Stanley Middle,Mathematics,End of Course,Geometry,<,,<,
Washington County ,E.B. Stanley Middle,Science,Gr 8,Science,82,88,15,18
Washington County ,Glade Spring Middle,English: Reading,Gr 6,English Reading,69,83,18,13
Washington County ,Glade Spring Middle,English: Reading,Gr 7,English Reading,75,84,16,20
Washington County ,Glade Spring Middle,English: Reading,Gr 8,English Reading,79,81,17,10
Washington County ,Glade Spring Middle,English: Writing,Gr 8,Writing,68,71,12,18
Washington County ,Glade Spring Middle,History and Social Sciences,Content Specific,Civics & Econ,70,83,21,29
Washington County ,Glade Spring Middle,History and Social Sciences,End of Course,Geography,93,86,11,10
Washington County ,Glade Spring Middle,Mathematics,Gr 6,Mathematics,90,100,23,35
Washington County ,Glade Spring Middle,Mathematics,Gr 7,Mathematics,71,81,6,1
Washington County ,Glade Spring Middle,Mathematics,Gr 8,Mathematics,88,89,16,14
Washington County ,Glade Spring Middle,Mathematics,End of Course,Algebra I,100,100,40,34
Washington County ,Glade Spring Middle,Science,Gr 8,Science,78,79,12,5
Washington County ,Greendale Elementary,English: Reading,Gr 3,English Reading,88,96,33,30
Washington County ,Greendale Elementary,English: Reading,Gr 4,English Reading,85,84,21,28
Washington County ,Greendale Elementary,English: Reading,Gr 5,English Reading,84,86,18,25
Washington County ,Greendale Elementary,History and Social Sciences,Content Specific,VA Studies,94,98,54,43
Washington County ,Greendale Elementary,Mathematics,Gr 3,Mathematics,88,87,19,38
Washington County ,Greendale Elementary,Mathematics,Gr 4,Mathematics,93,98,40,38
Washington County ,Greendale Elementary,Mathematics,Gr 5,Mathematics,88,90,39,39
Washington County ,Greendale Elementary,Science,Gr 5,Science,76,96,20,43
Washington County ,High Point Elementary,English: Reading,Gr 3,English Reading,82,90,32,36
Washington County ,High Point Elementary,English: Reading,Gr 4,English Reading,88,88,14,18
Washington County ,High Point Elementary,English: Reading,Gr 5,English Reading,87,89,22,29
Washington County ,High Point Elementary,History and Social Sciences,Content Specific,VA Studies,94,89,54,34
Washington County ,High Point Elementary,Mathematics,Gr 3,Mathematics,89,94,29,36
Washington County ,High Point Elementary,Mathematics,Gr 4,Mathematics,98,91,30,24
Washington County ,High Point Elementary,Mathematics,Gr 5,Mathematics,81,95,23,31
Washington County ,High Point Elementary,Science,Gr 5,Science,85,91,20,20
Washington County ,Holston High,English: Reading,Gr 8,English Reading,,<,,<
Washington County ,Holston High,English: Reading,End of Course,English Reading,90,93,8,6
Washington County ,Holston High,English: Writing,End of Course,Writing,84,86,7,9
Washington County ,Holston High,History and Social Sciences,End of Course,VA & US History,89,77,11,7
Washington County ,Holston High,History and Social Sciences,End of Course,World History I,95,97,14,21
Washington County ,Holston High,History and Social Sciences,End of Course,World History II,100,100,17,36
Washington County ,Holston High,Mathematics,Gr 8,Mathematics,,<,,<
Washington County ,Holston High,Mathematics,End of Course,Algebra I,94,77,0,0
Washington County ,Holston High,Mathematics,End of Course,Algebra II,78,100,5,29
Washington County ,Holston High,Mathematics,End of Course,Geometry,72,75,1,8
Washington County ,Holston High,Science,End of Course,Biology,80,92,6,16
Washington County ,Holston High,Science,End of Course,Chemistry,100,100,11,9
Washington County ,Holston High,Science,End of Course,Earth Science,90,94,16,8
Washington County ,John S. Battle High,English: Reading,End of Course,English Reading,95,93,9,7
Washington County ,John S. Battle High,English: Writing,End of Course,Writing,86,81,13,9
Washington County ,John S. Battle High,History and Social Sciences,End of Course,Geography,<,<,<,<
Washington County ,John S. Battle High,History and Social Sciences,End of Course,VA & US History,85,91,6,8
